SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,SAMPLE_TESTING_LOCATION,ANALYSIS,ANALYSIS_DESCRIPTION,ANALYTE,ANALYTE_REPORTED_NAME,FORMATTED_ENTRY,UNITS
361997,9/20/2016 9:28,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361997,9/20/2016 9:28,PL-FTH-EFF,,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
362001,9/20/2016 9:50,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
362001,9/20/2016 9:50,PL-FTH-INF,,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361989,9/20/2016 12:25,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361989,9/20/2016 12:25,PL-MOF-EFF,,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361993,9/20/2016 12:35,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361993,9/20/2016 12:35,PL-MOF-INF,,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361981,9/20/2016 14:21,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361981,9/20/2016 14:21,PL-MAR-EFF,,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361985,9/20/2016 14:35,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361985,9/20/2016 14:35,PL-MAR-INF,,"Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
373309,9/21/2016 8:30,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
373309,9/21/2016 8:30,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,>50,ng/L
373317,9/21/2016 8:35,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
373317,9/21/2016 8:35,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,15,ng/L
373324,9/21/2016 8:40,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
373324,9/21/2016 8:40,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
373331,9/21/2016 8:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
373331,9/21/2016 8:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
373953,9/26/2016 14:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
373953,9/26/2016 14:00,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,31,ng/L
373962,9/26/2016 14:05,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
373962,9/26/2016 14:05,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,25,ng/L
373970,9/26/2016 14:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),1,ng/L
373970,9/26/2016 14:15,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,8,ng/L
373977,9/26/2016 14:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
373977,9/26/2016 14:20,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,7,ng/L
361998,9/27/2016 9:41,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361998,9/27/2016 9:41,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
362002,9/27/2016 9:47,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
362002,9/27/2016 9:47,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361990,9/27/2016 11:29,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361990,9/27/2016 11:29,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
361994,9/27/2016 11:35,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
361994,9/27/2016 11:35,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
368142,10/4/2016 10:07,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368142,10/4/2016 10:07,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368147,10/4/2016 10:44,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368147,10/4/2016 10:44,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368132,10/4/2016 12:07,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368132,10/4/2016 12:07,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368137,10/4/2016 12:27,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368137,10/4/2016 12:27,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
377546,10/5/2016 13:55,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
377546,10/5/2016 13:55,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
377556,10/5/2016 14:00,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),1,ng/L
377556,10/5/2016 14:00,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
377563,10/5/2016 14:05,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
377563,10/5/2016 14:05,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
377570,10/5/2016 14:10,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),2,ng/L
377570,10/5/2016 14:10,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368143,10/11/2016 9:54,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368143,10/11/2016 9:54,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
368148,10/11/2016 10:11,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368148,10/11/2016 10:11,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368133,10/11/2016 12:00,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368133,10/11/2016 12:00,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368138,10/11/2016 12:12,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368138,10/11/2016 12:12,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368144,10/18/2016 9:14,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368144,10/18/2016 9:14,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
368149,10/18/2016 9:43,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368149,10/18/2016 9:43,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368134,10/18/2016 11:14,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368134,10/18/2016 11:14,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368139,10/18/2016 11:30,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368139,10/18/2016 11:30,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
380215,10/24/2016 13:33,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
380215,10/24/2016 13:33,RS-MR-01-1,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
380223,10/24/2016 13:36,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
380223,10/24/2016 13:36,RS-MR-01-7,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
380230,10/24/2016 13:39,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
380230,10/24/2016 13:39,RS-MR-01-11,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
380237,10/24/2016 13:42,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
380237,10/24/2016 13:42,RS-MR-01-14,Marston Reservoir depth sampling location at buoy,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368150,10/25/2016 9:26,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368150,10/25/2016 9:26,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368145,10/25/2016 9:42,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368145,10/25/2016 9:42,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368140,10/25/2016 11:17,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368140,10/25/2016 11:17,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368135,10/25/2016 11:35,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368135,10/25/2016 11:35,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
381053,10/31/2016 9:20,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
381053,10/31/2016 9:20,RS-MR-01-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
381069,10/31/2016 9:32,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
381069,10/31/2016 9:32,RS-MR-01-11,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
381076,10/31/2016 9:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
381076,10/31/2016 9:45,RS-MR-01-14,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
381062,10/31/2016 9:55,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
381062,10/31/2016 9:55,RS-MR-01-7,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368146,11/1/2016 10:30,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368146,11/1/2016 10:30,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368151,11/1/2016 10:44,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368151,11/1/2016 10:44,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368136,11/1/2016 12:09,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368136,11/1/2016 12:09,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
368141,11/1/2016 12:31,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
368141,11/1/2016 12:31,PL-MOF-INF,Moffat Plant raw water,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
388956,12/12/2016 14:45,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
388956,12/12/2016 14:45,RS-MR-01-A-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
388963,12/12/2016 14:50,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
388963,12/12/2016 14:50,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
388970,12/12/2016 15:00,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
388970,12/12/2016 15:00,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
389080,12/13/2016 7:55,PL-MAR-INF,"Marston raw, 90 inch","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
389080,12/13/2016 7:55,PL-MAR-INF,"Marston raw, 90 inch","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
393993,1/18/2017 8:15,RS-MR-01-A-9,"Immediately South of Marston Tower, Bottom Depth",Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
393993,1/18/2017 8:15,RS-MR-01-A-9,"Immediately South of Marston Tower, Bottom Depth",Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
394318,1/23/2017 11:30,RS-MR-01-A-9,"Immediately South of Marston Tower, Bottom Depth",Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
394318,1/23/2017 11:30,RS-MR-01-A-9,"Immediately South of Marston Tower, Bottom Depth",Marston Reservoir Depth Sampling Location at Buoy,Marston,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
406356,5/9/2017 9:20,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
406356,5/9/2017 9:20,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
406361,5/9/2017 9:42,PL-FTH-INF,Foothills Plant raw water,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
